CU_ID,CU_Acro,CU_Name,Species,CU_Type_nuSEDS,CU_Verification,CU_Status_Assessed,CU_Verification_Notes,CU_Verification_Year,Site_Verification,Site_Verification_Year,Site_Verification_Notes,Site_Verification_nuSEDS_Match,LifeHistoryType_General,Location_Spawning_Type,Location_Rearing_Type,LifeHistoryType_Notes,LifeHistory_DominantAgeClass,Cyclic,AvgGen,AvgGen_Variability,AvgGen_Trends,AvgGen_Notes,Freshwater_Adaptive_Zone,Marine_Adaptive_Zone,NumFAZ,StockMgmtUnit,StockMgmtUnit_Group,StockMgmtUnit_MatchRationale,DFORegion,StatusGroup,Spn_TrendVsAbd,Spn_EstType,Spn_EstSource_General,Spn_EstSource_Specific,Spn_CalcMethod_General,Spn_CalcMethod_Specific,Spn_CalcMethod_Notes,Spn_EstUnc_Type,Spn_EstUnc_Details,Spn_Coverage_Category,Spn_Coverage_QualAbd,Site_Based,Site_Records_Source_General,Site_Records_Source_Specific,Site_Adj_General,Site_Adj_Notes,DataUpdate_ProcessType,DataUpdate_ProcessDescription,DataUpdate_DFOLead,RelBM_UsedFor,RelBM_EstimationYear,Rel_LowerBM_BasedOn,Rel_LowerBM_Version,Rel_LowerBM_VersionRationale,Rel_LowerBM_MethodNotes,Rel_UpperBM_BasedOn,Rel_UpperBM_Version,Rel_UpperBM_VersionRationale,Rel_UpperBM_MethodNotes,ActiveInterventions_Flag,ActiveInterventions_General,ActiveInterventions_Specific,ActiveInterventions_Notes,ActiveInterventions_History,ActiveInterventions_DataAdjustmentsFlag,ActiveInterventions_DataAdjustmentsType,ActiveInterventions_DataAdjustmentsNotes,DataQualkIdx,AbdMetric,AbsAbdMetric,ShortTrendMetric,LongTrendMetric,PercentileMetric,Metric_Notes,Avg_Gen_DUPLICATE,Cyclic_DUPLICATE,Cyc_Dom,Cyc_Dom_Year,TrendNumGen,TrendExtraYears,TrendLog,TrendSmooth,AvgType,AvgSmooth,AvgRecentExcl,LongTrendMinYears,RelAbd_AvgData,RelAbd_LBM,RelAbd_UBM,AbsAbd_LBM,AbsAbd_UBM,LongTrend_LBM,LongTrend_UBM,PercChange_LBM,PercChange_UBM,ProbDeclBelowLBM_LBM,ProbDeclBelowLBM_UBM,StatusProcess_AssessmentStage,StatusProcess_LatestStatusYear,StatusProcess_AssessmentContact,StatusProcess_AssessmentReferences,StatusProcess_ExpertRecommendations
CK_13,STh-0.3,South Thompson_SU_0.3,Chinook,Current,Yes,Yes,NA,,Yes,TBD,Originally done for unpublished Res Doc (DETAILS). Periodically updated. Latest update for FSAR process in YEAR.,Yes,CK,TBD,TBD,NA,NA,FALSE,4,TBD,TBD,TBD,STh,GStr,1,FRASER SUMMER RUN 41 CHINOOK SALMON,Fraser Chinook,Link to SMU_Group Metadata,Fraser,CK-Fraser,NA,TBD,TBD,NA,NA,NA,NA,,NA,NA,NA,TBD,NA,NA,,NA,NA,NA,NA,Reference Only,NA,Watershed Area,Sgen,Recommended by Holt et al. (2009) as the default.,Used Parken et al. (2006) method to estimate Ricker parameters from watershed area. Calculated for ??Total CU area??.,Watershed Area,85pSmsy,Used 85p of Smsy for consistency with other Chinook status assessments.,Same as lower benchmark,,,,NA,NA,,NA,NA,Rel_Idx,FALSE,FALSE,TRUE,TRUE,FALSE,NA,4,FALSE,NA,NA,3,0,TRUE,FALSE,geomean,FALSE,FALSE,15,regular,19313,43925,1000,10000,0.5,0.75,-25,-15,NA,NA,Complete,NA,NA,NA,NA
CK_14,STh-1.3,South Thompson_SU_1.3,Chinook,Current,Yes,Yes,NA,,Yes,TBD,Originally done for unpublished Res Doc (DETAILS). Periodically updated. Latest update for FSAR process in YEAR.,Yes,CK,TBD,TBD,NA,NA,FALSE,5,TBD,TBD,TBD,STh,GStr,1,FRASER SUMMER RUN 52 CHINOOK SALMON,Fraser Chinook,Link to SMU_Group Metadata,Fraser,CK-Fraser,NA,TBD,TBD,NA,NA,NA,NA,,NA,NA,NA,TBD,NA,NA,,NA,NA,NA,NA,Reference Only,NA,Watershed Area?,Sgen,Recommended by Holt et al. (2009) as the default.,ASSUME USED WATERSHED AREA (PARKEN ET AL 2006) THEN SUMMED ACROSS SITES????,Watershed Area?,85pSmsy,Same as lower benchmark,Same as lower benchmark,,,,NA,NA,,NA,NA,Rel_Idx,FALSE,FALSE,TRUE,TRUE,FALSE,NA,5,FALSE,NA,NA,3,0,TRUE,FALSE,geomean,FALSE,FALSE,15,regular,504,1986,1000,10000,0.5,0.75,-25,-15,NA,NA,Complete,NA,NA,NA,NA
CK_15,STh-SHUR,Shuswap River_SU_0.3,Chinook,Current,Yes,Yes,NA,,Yes,TBD,Originally done for unpublished Res Doc (DETAILS). Periodically updated. Latest update for FSAR process in YEAR.,Yes,CK,TBD,TBD,NA,NA,FALSE,4,TBD,TBD,TBD,STh,GStr,1,FRASER SUMMER RUN 41 CHINOOK SALMON,Fraser Chinook,Link to SMU_Group Metadata,Fraser,CK-Fraser,NA,TBD,TBD,NA,NA,NA,NA,,NA,NA,NA,TBD,NA,NA,,NA,NA,NA,NA,Status,NA,Watershed Area; Spawner-Recruit,Sgen,Recommended by Holt et al. (2009) as the default.,For Lower Shuswap used Ricker stock recruit models fit to the stock-recruit timeseries. For Middle Shuswap River used the watershed area method of Parken et al. (2006).,Watershed Area; Spawner-Recruit,85pSmsy,Used 85p of Smsy for consistency with other Chinook status assessments.,Same as lower benchmark,,,,NA,NA,,NA,NA,Abs_Abd,TRUE,TRUE,TRUE,TRUE,FALSE,NA,4,FALSE,NA,NA,3,0,TRUE,FALSE,geomean,FALSE,FALSE,15,regular,12410,24394.15,1000,10000,0.5,0.75,-25,-15,NA,NA,Complete,NA,NA,NA,NA
CK_16,STh-BESS,South Thompson-Bessette Creek_SU_1.2,Chinook,Current,Yes,Yes,NA,,Yes,TBD,Originally done for unpublished Res Doc (DETAILS). Periodically updated. Latest update for FSAR process in YEAR.,Yes,CK,TBD,TBD,NA,NA,FALSE,4,TBD,TBD,TBD,STh,GStr,1,FRASER SPRING RUN 42 CHINOOK SALMON,Fraser Chinook,Link to SMU_Group Metadata,Fraser,CK-Fraser,Same,Total Wild Spawners,DFO Area StAD,Local implementation of SBC Ck data processing code.,Sum of spawning ground estimates,Visual surveys at multiple sites,Visual surveys with a peak live count expansion factor applied; covering 4 consistent survey sites: Bessette Creek (46548); Creighton Creek (812); Duteau Creek (46568); and Harris Creek (46578). Visual survey coverage ranged from moderate effort (1-4 surveys) to high effort (> 5 surveys) from 1995-2024. ???5 surveys/year at each site; or up to 5 sites????,None,None,Majority of CU,Estimates don't cover full CU; but expert consensus that total spawner abundance consistently well below 1500.,TRUE,DFO,nuSEDS,Site selection; infilling,Missing 2020 data point was infilled using the geometric average of the previous generation (2016-2019). WHICH SITES EXCLUDED AND WHY?,NA,NA,NA,Status,NA,Watershed Area,20pSmax,Used 20p and 40p of Smax benchmarks because they tend to be more biologically conservative than MSY based ones; while still being generally consistent with the intent of upper and lower benchmarks under the WSP and in their application to status assessments across salmon CUs in the Pacific Region.,Used Parken et al. (2006) method to estimate Ricker parameters from watershed area. Calculated for each included survey site and summed.,Watershed Area,85pSmsy,Used 85p of Smsy for consistency with other Chinook status assessments.,Same as lower benchmark,FALSE,NA,NA,NA,NA,NA,NA,NA,Abs_Abd,TRUE,TRUE,TRUE,TRUE,FALSE,South Thompson-Bessette CU data are relative indices; but given the expert reviewers’ high confidence in spawner returns being consistently less than 1500 fish; they were assessed against relative and absolute abundance metrics.,4,FALSE,NA,NA,3,0,TRUE,FALSE,geomean,FALSE,FALSE,15,regular,77,103,1000,10000,0.5,0.75,-25,-15,NA,NA,Complete,NA,NA,NA,During the July 2025 expert review meeting; concern was expressed surrounding low benchmark values for the South-Thompson Bessette Creek CU; which may not accurately reflect the potential productivity and carrying capacity of the system. In addition; improving the genetic baseline for South-Thompson Bessette Creek to better distinguish Bessette fish from Middle Shuswap Summer 0.3 Chinook was suggested. Another research priority identified was to investigate and quantify sources of mortality by life stage.
CK_17,LTh,Lower Thompson_SP_1.2,Chinook,Current,Yes,Yes,NA,,Yes,TBD,Originally done for unpublished Res Doc (DETAILS). Periodically updated. Latest update for FSAR process in YEAR.,Yes,CK,TBD,TBD,NA,NA,FALSE,4,TBD,TBD,TBD,LTh + Nth,GStr,2,FRASER SPRING RUN 42 CHINOOK SALMON,Fraser Chinook,Link to SMU_Group Metadata,Fraser,CK-Fraser,Same,Total Wild Spawners,DFO Area StAD,Local implementation of SBC Ck data processing code.,Sum of spawning ground estimates,Various survey types at multiple sites,Combination of visual survey methods and high precision methods. Deadman River within the Lower Thompson CU was enumerated primarily by a fixed-site census from 1985-2024. A resistivity counter was added to supplement fence counts in 2000. Louis Creek was enumerated by visual survey methods using a peak live count expansion factor between 2005-2024 and by a fixed-site census using a weir from 1998-2004. Bonaparte River data were collected using a resistivity counter supplemented with downstream visual counts from 1996-2024. Nicola River data were collected using a Mark-recapture from 1995-2024 and historical data (1975-1995) have since been calibrated to become equivalent to the mark recapture method.,None,None,All,NA,TRUE,DFO,nuSEDS plus PNI data,Site selection,If so; brief explanation,NA,NA,NA,Status,NA,Watershed Area; Spawner-Recruit,20pSmax,Used 20p and 40p of Smax benchmarks because they tend to be more biologically conservative than MSY based ones; while still being generally consistent with the intent of upper and lower benchmarks under the WSP and in their application to status assessments across salmon CUs in the Pacific Region.,For Bonaparte River (46206); Louis Creek (46598); and Deadman River (46216) used Parken et al. (2006) method to estimate Ricker parameters from watershed area. For Nicola River used Ricker spawner-recruit fit from Fraser Spring 1.2 FSRR (in review). CU-level benchmarks are the sum of site-level estimates.,Watershed Area; Spawner-Recruit,85pSmsy,Used 85p of Smsy for consistency with other Chinook status assessments.,Same as lower benchmark,TRUE,Release of hatchery-origin juveniles,,NA,NA,TRUE,Exclude estimated share of hatchery-origin fish,Nicola River previously excluded from status assessment; but 2024 update included Nicola after adjusting (pHOS???),Abs_Abd,TRUE,TRUE,TRUE,TRUE,FALSE,Lower Thompson data are absolute abundances and can be assessed against absolute and relative abundance metrics.,4,FALSE,NA,NA,3,0,TRUE,FALSE,geomean,FALSE,FALSE,15,regular,2662,3604,1000,10000,0.5,0.75,-25,-15,NA,NA,Complete,NA,NA,NA,NA
CK_18,NTh-spr,North Thompson_SP_1.3,Chinook,Current,Yes,Yes,NA,,Yes,TBD,Originally done for unpublished Res Doc (DETAILS). Periodically updated. Latest update for FSAR process in YEAR.,Yes,CK,TBD,TBD,NA,NA,FALSE,5,TBD,TBD,TBD,NTh,GStr,1,FRASER SPRING RUN 52 CHINOOK SALMON,Fraser Chinook,Link to SMU_Group Metadata,Fraser,CK-Fraser,Same,Index of ???mostly natural-origin??? Spawners,DFO Area StAD,Local implementation of SBC Ck data processing code.,Sum of spawning ground estimates,Expanded index of visual surveys,North Thompson data were collected by visual surveys using AUC or applying a peak count expansion factor. Visual survey coverage ranged from moderate effort to high effort from 1997-2023.,None,None,Unknown,Unknown,TRUE,DFO,nuSEDS,Any low quality sites excluded????,Include brief description,Area staff generate annual update.,Area staff collate survey data; load into nuSEDS; area lead pulls from nuSEDS and runs the local CK data processing code. Annual review of site specifications highly recommended.,Fraser Chinook Coho Analytical Lead,Reference Only,NA,Watershed Area,Sgen,Have Sgen estimates based on watershed area. Working on 20pSmax based on watershed area. Not using either version for status because apply to different spatial scale.,How come can't do same as CK-16; CK17?,None?,None,Same as lower benchmark,Same as lower benchmark,,,,NA,NA,,NA,NA,Rel_Idx,FALSE,FALSE,TRUE,TRUE,FALSE,NA,5,FALSE,NA,NA,3,0,TRUE,FALSE,geomean,FALSE,FALSE,15,regular,898,3711,1000,10000,0.5,0.75,-25,-15,NA,NA,Complete,NA,NA,NA,NA
CK_19,NTh-sum,North Thompson_SU_1.3,Chinook,Current,Yes,Yes,NA,,Yes,TBD,Originally done for unpublished Res Doc (DETAILS). Periodically updated. Latest update for FSAR process in YEAR.,Yes,CK,TBD,TBD,NA,NA,FALSE,5,TBD,TBD,TBD,NTh,GStr,1,FRASER SUMMER RUN 52 CHINOOK SALMON,Fraser Chinook,Link to SMU_Group Metadata,Fraser,CK-Fraser,NA,TBD,TBD,NA,NA,NA,NA,,NA,NA,NA,TBD,NA,NA,,NA,NA,NA,NA,Reference Only,NA,Watershed Area?,Sgen,Recommended by Holt et al. (2009) as the default.,ASSUME USED WATERSHED AREA (PARKEN ET AL 2006) THEN SUMMED ACROSS SITES????,Watershed Area?,85pSmsy,Same as lower benchmark,Same as lower benchmark,,,,NA,NA,,NA,NA,Rel_Idx,FALSE,FALSE,TRUE,TRUE,FALSE,NA,5,FALSE,NA,NA,3,0,TRUE,FALSE,geomean,FALSE,FALSE,15,regular,1756,7481,1000,10000,0.5,0.75,-25,-15,NA,NA,Complete,NA,NA,NA,NA
CK-83,UpperAdams,Upper Adams River SU 1.x,Chinook,Current,Pending,No,Upper Adams River SU 1.x Chinook were extirpated by the presence of an impassable splash dam that was built on the lower Adams River in 1908 (Roos 1991). After dam removal in 1945; a new Chinook population was introduced using transplanted fish from other locations. It is unclear if this population is self-sustaining; therefore it has not been verified as a new CU. Area staff recommend changing this to EXTIRPATED; but formal Wade et al. (2019) review hasn't been completed. Original CU is extirpated. There is potentially a new CU in this spawning area.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not Applicable,Not Applicable,Not Applicable,NA,NA,NA,NA,Fraser Chinook,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,Not Assessed,NA,None,None,NA,NA,NA,NA,NA,NA,,,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,??? REMOVED???,NA,NA,NA,NA
CK-01,OK,Okanagan_1.x,Chinook,Current,Yes,Yes,NA,,TBD,TBD,TBD,TBD,CK,TBD,TBD,NA,NA,FALSE,4,TBD,TBD,TBD,OK,ORWA,1,OKANAGAN CHINOOK SALMON,Okanagan Chinook,Link to SMU_Group Metadata,Okanagan,CK-Columbia,NA,TBD,TBD,NA,NA,NA,NA,,NA,NA,NA,TBD,NA,NA,,NA,NA,NA,NA,Status,NA,Watershed Area,Sgen,NA,NA,NA,NA,NA,NA,,,,NA,NA,,NA,NA,Abs_Abd,TRUE,TRUE,TRUE,TRUE,FALSE,NA,4,FALSE,NA,NA,3,0,TRUE,FALSE,geomean,FALSE,FALSE,15,regular,,,1000,10000,0.5,0.75,-25,-15,NA,NA,Complete,NA,NA,NA,NA
CK-02,BB,Boundary Bay_FA_0.3,Chinook,Current,Pending,No,Status assessment process in 2014 could not sort out the enhanced vs. wild composition of  the 3 sites assigned to this CU: Campbell River; Nicomekl River; Serpentine River. But in latest version of verified site lookup these sites are assigned Low or Unk enhancement rank.  (Details in DFO 2016;https://www.dfo-mpo.gc.ca/csas-sccs/Publications/SAR-AS/2016/2016_042-eng.html)  Is this still a CU; or is it similar to CK-83?,,NA,,NA,NA,CK,TBD,TBD,NA,NA,FALSE,4,Not Applicable,Not Applicable,Not Applicable,BB,GStr,1,TBD,TBD,NEED RATIONALE,SouthCoast,CK-Inner_South_Coast,NA,TBD,TBD,NA,NA,NA,NA,,NA,NA,NA,TBD,NA,NA,,NA,NA,NA,NA,None Available,NA,None,None,NA,NA,NA,NA,NA,NA,,,,NA,NA,,NA,NA,Abs_Abd,TRUE,TRUE,TRUE,TRUE,FALSE,NA,4,FALSE,NA,NA,3,0,TRUE,FALSE,geomean,FALSE,FALSE,15,regular,,,1000,10000,0.5,0.75,-25,-15,NA,NA,Complete,NA,NA,NA,NA
CM-02,LowerFraser,Lower Fraser Chum,Chum,Current,Yes,Yes,NA,,NA,,NA,NA,CM,TBD,TBD,NA,NA,FALSE,4,TBD,TBD,TBD,LFR + LILL,GStr,2,FRASER CHUM SALMON,Fraser Chum,Link to SMU_Group Metadata,Fraser,CM-Fraser_Lower,Same,Index of Total Spawners,DFO Area StAD,Local implementation of Fraser Chum data processing code.,Sum of spawning ground estimates,Combination of aerial overflight and MR,Stave: overflights; Harrison: mark-recapture - also includes Squawkum; Chehalis and Weaver,None,None,Partial,NA,TRUE,DFO,DFO Area Stad,Sites that don't meet site-level data standards,Only included sites with reliable estimates,Area staff generate annual update.,Area staff repare input data and run data processing code. Simple summing of sites and truncate to 2002 to remove significant hatchery contributions.,Fraser Chum Lead,TBD,NA,TBD,TBD,NA,NA,NA,NA,NA,NA,TRUE,Release of hatchery-origin juveniles,,NA,NA,FALSE,NA,Hatchery fish cannot be removed from the total abundance. Total spawners timeseries includes hatchery fish.,Rel_Idx,FALSE,FALSE,TRUE,TRUE,FALSE,NA,4,FALSE,NA,NA,3,0,TRUE,TRUE,geomean,TRUE,FALSE,15,regular,NA,NA,1000,10000,0.5,0.75,-25,-15,NA,NA,Complete,NA,NA,NA,NA
CO-48,MFr,Middle Fraser,Coho,Current,Yes,Yes,NA,,NA,,NA,NA,CO,TBD,TBD,NA,NA,FALSE,3,TBD,TBD,TBD,MFR,GStr,1,INTERIOR FRASER COHO SALMON,Fraser Coho,Link to SMU_Group Metadata,Fraser,CO-Fraser_Int,Same,Natural Origin Spawners,DFO Area StAD,Local implementation of IFC data processing code.,Sum of spawning ground estimates,Various high and low precision methods,Bridge River: resistivity counter 2013-2016; SONAR 2018-2023. Prior to 2013; visual survey methods (AUC and peak count expansion). Mckinley River: fence and SONAR counts with visual surveys downstream of the fence from 1998-2023. The remaining systems were enumerated by visual surveys; ranging from low to high effort between 1998-2023.,None,None,?? (DFO 2025: The lack of records on the presence of IFC in many parts of the upper Middle Fraser CU is a major knowledge gap.),NA,TRUE,DFO,DFO Area Stad,Sites that don't meet site-level data standards,NA,Area staff generate annual update.,Area staff prepare input data (requires data input; calculating hatchery contributions; infilling where required); then run data processing code.,Fraser Chinook Coho Analytical Lead,Status,NA,Spawner-Recruit,Sgen,Used default benchmark when appropriate SR model fits available.,Bayesian Ricker fit with separate smolt-to-adult survival rate for age 3 and age 4/,Spawner-Recruit,80pSmsy,Used default benchmark when appropriate SR model fits available.,Same as lower benchmark,TRUE,Release of hatchery-origin juveniles,,NA,NA,,NA,NA,Abs_Abd,TRUE,TRUE,TRUE,TRUE,TRUE,NA,3,FALSE,NA,NA,3,1,TRUE,TRUE,geomean,FALSE,FALSE,15,regular,1676,2380,1000,10000,0.5,0.75,-25,-15,NA,NA,Complete,NA,NA,NA,NA
CO-05,FrCny,Fraser Canyon,Coho,Current,Yes,Yes,NA,,NA,,NA,NA,CO,TBD,TBD,NA,NA,FALSE,3,TBD,TBD,TBD,FRCany + LFR,GStr,2,INTERIOR FRASER COHO SALMON,Fraser Coho,Link to SMU_Group Metadata,Fraser,CO-Fraser_Int,Same,Natural Origin Spawners,DFO Area StAD,Local implementation of IFC data processing code.,Sum of spawning ground estimates,Combination of visual survey methods; including standardized Area-under-the-curve (AUC) or applying a peak count expansion factor.,Visual survey coverage ranged from moderate effort (1-4 surveys) to high effort (> 5 surveys) from 1998-2023.,None,None,? Assume most,NA,TRUE,DFO,DFO Area Stad,Sites that don't meet site-level data standards,NA,Area staff generate annual update.,Area staff prepare input data (requires data input; calculating hatchery contributions; infilling where required); then run data processing code.,Fraser Chinook Coho Analytical Lead,Status,NA,Spawner-Recruit,Sgen,Used default benchmark when appropriate SR model fits available.,Bayesian Ricker fit with separate smolt-to-adult survival rate for age 3 and age 4/,Spawner-Recruit,80pSmsy,Used default benchmark when appropriate SR model fits available.,Same as lower benchmark,FALSE,,,NA,NA,,NA,NA,Abs_Abd,TRUE,TRUE,TRUE,TRUE,TRUE,NA,3,FALSE,NA,NA,3,1,TRUE,TRUE,geomean,FALSE,FALSE,15,regular,327,1099,1000,10000,0.5,0.75,-25,-15,NA,NA,Complete,NA,NA,NA,NA
CO-07,Lthom,Lower Thompson,Coho,Current,Yes,Yes,NA,,NA,,NA,NA,CO,TBD,TBD,NA,NA,FALSE,3,TBD,TBD,TBD,LTh,GStr,1,INTERIOR FRASER COHO SALMON,Fraser Coho,Link to SMU_Group Metadata,Fraser,CO-Fraser_Int,Same,Natural Origin Spawners,DFO Area StAD,Local implementation of IFC data processing code.,Sum of spawning ground estimates,Various high and low precision methods,Bonaparte River: fixed-site census 1998-2003; resistivity counter 2004-2023. Coldwater River: mark-recapture 1998-2001; a resistivity counter 2005-2011 & combination of fence and SONAR counts 2013-2023. Deadman river: fixed-site census 1998-2003; and primarily resistivity counter 2004-2023. Spius Creek: fixed-site census 1998-2006; SONAR from 2013-2023. Tranquille River: visual survey methods (AUC or peak count expansion) ranging from moderate to high effort between 2001-2023.,None,None,? Assume most,NA,TRUE,DFO,DFO Area Stad,Sites that don't meet site-level data standards,NA,Area staff generate annual update.,Area staff prepare input data (requires data input; calculating hatchery contributions; infilling where required); then run data processing code.,Fraser Chinook Coho Analytical Lead,Status,NA,Spawner-Recruit,Sgen,Used default benchmark when appropriate SR model fits available.,Bayesian Ricker fit with separate smolt-to-adult survival rate for age 3 and age 4/,Spawner-Recruit,80pSmsy,Used default benchmark when appropriate SR model fits available.,Same as lower benchmark,TRUE,Release of hatchery-origin juveniles,,NA,NA,,NA,NA,Abs_Abd,TRUE,TRUE,TRUE,TRUE,TRUE,NA,3,FALSE,NA,NA,3,1,TRUE,TRUE,geomean,FALSE,FALSE,15,regular,2359,3170,1000,10000,0.5,0.75,-25,-15,NA,NA,Complete,NA,NA,NA,NA
CO-09,NTh,North Thompson,Coho,Current,Yes,Yes,NA,,NA,,NA,NA,CO,TBD,TBD,NA,NA,FALSE,3,TBD,TBD,TBD,NTh,GStr,1,INTERIOR FRASER COHO SALMON,Fraser Coho,Link to SMU_Group Metadata,Fraser,CO-Fraser_Int,Same,Natural Origin Spawners,DFO Area StAD,Local implementation of IFC data processing code.,Sum of spawning ground estimates,Various high and low precision methods,Dunn creek: mark-recapture from 1998-1999; and fixed site census from 2000-2023. Lemeuix Creek: primarily mark-recapture 1995-2010; resistivity counter for 2014; high effort visual surveys 2015-2023. Louis Creek: fixed-site census 1989-1992; mark-recapture 1995-2011 and resistivity/SONAR 2021-2023. There was a period (2012-2020) where only high effort visual surveys were conducted for Lemeiux. Mann Creek: mark-recapture 1998-1999; moderate-high effort visual surveys 2001-2023. The remaining systems were enumerated by visual surveys; ranging from low to high effort from 1998-2023.,None,None,? Assume most,NA,TRUE,DFO,DFO Area Stad,Sites that don't meet site-level data standards,NA,Area staff generate annual update.,Area staff prepare input data (requires data input; calculating hatchery contributions; infilling where required); then run data processing code.,Fraser Chinook Coho Analytical Lead,Status,NA,Spawner-Recruit,Sgen,Used default benchmark when appropriate SR model fits available.,Bayesian Ricker fit with separate smolt-to-adult survival rate for age 3 and age 4/,Spawner-Recruit,80pSmsy,Used default benchmark when appropriate SR model fits available.,Same as lower benchmark,TRUE,Release of hatchery-origin juveniles,,NA,NA,,NA,NA,Abs_Abd,TRUE,TRUE,TRUE,TRUE,TRUE,NA,3,FALSE,NA,NA,3,1,TRUE,TRUE,geomean,FALSE,FALSE,15,regular,2692,4975,1000,10000,0.5,0.75,-25,-15,NA,NA,Complete,NA,NA,NA,NA
CO-08,STh,South Thompson,Coho,Current,Yes,Yes,NA,,NA,,NA,NA,CO,TBD,TBD,NA,NA,FALSE,3,TBD,TBD,TBD,STh,GStr,1,INTERIOR FRASER COHO SALMON,Fraser Coho,Link to SMU_Group Metadata,Fraser,CO-Fraser_Int,Same,Natural Origin Spawners,DFO Area StAD,Local implementation of IFC data processing code.,Sum of spawning ground estimates,Various high and low precision methods; most visual surveys with moderate to high effort,Eagle River: mark-recapture 2001-2012; combination of fence counts; SONAR and visual surveys below the fence 2013-onwards. Salmon River: fence counts 1998-2000; 2001-onwards visual surveys were added to obtain an AUC estimate downstream of the fence. Scotch creek: fence for 2010; all other years between 1998-2023 visual surveys. Tappen Creek; Canoe Creek; Bessette Creek; Duteau Creek; Danforth Creek; Hiuihill Creek; Momich river; Sinmax Creek: fence or mark recapture methods for a limited number of years earlier in the time series; but later were shifted to visual survey methods.,None,None,? Assume most,NA,TRUE,DFO,DFO Area Stad,Sites that don't meet site-level data standards,NA,Area staff generate annual update.,Area staff prepare input data (requires data input; calculating hatchery contributions; infilling where required); then run data processing code.,Fraser Chinook Coho Analytical Lead,Status,NA,Spawner-Recruit,Sgen,Used default benchmark when appropriate SR model fits available.,Bayesian Ricker fit with separate smolt-to-adult survival rate for age 3 and age 4/,Spawner-Recruit,80pSmsy,Used default benchmark when appropriate SR model fits available.,Same as lower benchmark,TRUE,Release of hatchery-origin juveniles,,NA,NA,,NA,NA,Abs_Abd,TRUE,TRUE,TRUE,TRUE,TRUE,NA,3,FALSE,NA,NA,3,1,TRUE,TRUE,geomean,FALSE,FALSE,15,regular,2599,3529,1000,10000,0.5,0.75,-25,-15,NA,NA,Complete,NA,NA,NA,NA
CO-47,LFr,Lower Fraser,Coho,Current,Yes,Yes,NA,,NA,,NA,NA,CO,TBD,TBD,NA,NA,FALSE,3,TBD,TBD,TBD,LFR,GStr,1,LOWER FRASER COHO SALMON,Fraser Coho,Link to SMU_Group Metadata,Fraser,CO-Fraser_Low,NA,TBD,TBD,NA,NA,NA,NA,,NA,NA,NA,TBD,NA,NA,,NA,NA,NA,NA,TBD,NA,TBD,TBD,NA,NA,NA,NA,NA,NA,,,,NA,NA,,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,3,FALSE,NA,NA,3,1,TRUE,TRUE,geomean,FALSE,FALSE,15,regular,NA,NA,1000,10000,0.5,0.75,-25,-15,NA,NA,Complete,NA,NA,NA,NA
CO-04,Lill,Lillooet,Coho,Current,Yes,Yes,NA,,NA,,NA,NA,CO,TBD,TBD,NA,NA,FALSE,3,TBD,TBD,TBD,LILL,GStr,1,LOWER FRASER COHO SALMON,Fraser Coho,Link to SMU_Group Metadata,Fraser,CO-Fraser_Low,NA,TBD,TBD,NA,NA,NA,NA,,NA,NA,NA,TBD,NA,NA,,NA,NA,NA,NA,TBD,NA,TBD,TBD,NA,NA,NA,NA,NA,NA,,,,NA,NA,,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,3,FALSE,NA,NA,3,1,TRUE,TRUE,geomean,FALSE,FALSE,15,regular,NA,NA,1000,10000,0.5,0.75,-25,-15,NA,NA,Complete,NA,NA,NA,NA
